"","genes","logFC","logCPM","F","PValue","FDR"
"7588","Fam120a",-0.597099031779263,9.16713223346826,305.069726979644,1.73746912912868e-17,1.10743116966116e-16
"6712","Dock10",-2.35552311690887,8.13457020935455,1693.11829537917,1.76030005193284e-17,1.12142498333334e-16
"26120","Nipal3",-1.38178085762736,4.72161894243479,304.740873651103,1.76385090455133e-17,1.12286803082828e-16
"7971","Fdx1",1.8416980752965,4.31685192508411,304.735086186018,1.76431899884928e-17,1.12286803082828e-16
"5112","Chn1",7.84632894757306,2.72691069717898,316.80427197683,1.77089636034968e-17,1.12649418252745e-16
"5558","Coro7",-2.69014747898673,6.52092366263311,1232.57041223282,1.77235340994658e-17,1.12686124202413e-16
"32601","Susd6",0.671692827503143,7.58831953898556,304.568047458007,1.77788639666727e-17,1.12981812949501e-16
"19397","Hdac5",1.21713529213425,5.16196196713708,304.191296133397,1.8088970133176e-17,1.14895467537361e-16
"2903","Ano8",2.26206146538776,3.9470597591039,303.725638399321,1.84802389891361e-17,1.17322488971684e-16
"6075","Cytip",-1.13844938759905,5.90782917673754,315.591129360282,1.85307434574909e-17,1.17584821592255e-16
"20243","Irf2bpl",1.59186204518255,4.74248565490898,303.530854372391,1.86465717209615e-17,1.18261194099511e-16
"29497","Ptrhd1",-1.4502725080378,4.73443981787269,303.150847333655,1.89756807674077e-17,1.20288907042899e-16
"3769","Bcl10",0.826340020800524,6.92287585703141,303.028074181393,1.90833278439027e-17,1.20911436437988e-16
"25269","Mob4",1.01314189642244,6.43984521682186,303.012997794027,1.90965915469945e-17,1.20935635390339e-16
"2360","Acvr2a",1.99540866040405,4.13396911868915,302.790985503027,1.92930517867202e-17,1.22119391067203e-16
"7015","Eda2r",9.43067747602061,2.49717931170556,340.074167013668,1.93745664020759e-17,1.22574764218667e-16
"29639","Rab7",-0.586518920514965,8.61453549382471,302.684581766823,1.93879713827177e-17,1.22598999286765e-16
"32275","Srd5a1",2.01572095338342,3.84306173674588,302.606671799118,1.94577879607897e-17,1.22979750660371e-16
"3351","Atl2",0.85761859118581,6.67603399965691,302.551841847088,1.95070826391783e-17,1.23230485049175e-16
"30842","Sec24d",0.787076040984156,7.18842928054283,302.391803203416,1.96517271811433e-17,1.24083020983501e-16
"30297","Rpa1",0.603096686687351,8.72911049729691,302.21981368019,1.98084476080242e-17,1.25010927363603e-16
"679","2410002F23Rik",-0.932782316485524,6.28690401348405,302.002978409504,2.00079322504711e-17,1.26207671166149e-16
"7181","Elk3",1.20289708924169,5.44739601619311,301.849661055517,2.01502724607381e-17,1.27042953648327e-16
"23543","Man2b2",-1.0316045620143,5.62407569940511,301.554582325023,2.04272691491941e-17,1.28725975125704e-16
"33420","Tmem199",1.05869439888283,5.87442538052189,301.510465740544,2.04690296607305e-17,1.28925688541886e-16
"4864","Cds2",1.07750439864651,5.54422313747824,301.286715290861,2.06822354719525e-17,1.30204535505581e-16
"3869","Blzf1",1.19411336840846,5.73938774622755,301.139178970486,2.08241122350292e-17,1.31033295906412e-16
"35086","Wdr55",-1.14879919785441,5.37948053226924,301.093974171948,2.08677901740306e-17,1.31243641050325e-16
"3066","Arfgef1",-0.736597520266267,7.48664945873665,301.035665753245,2.09242733156291e-17,1.31534275800997e-16
"19835","Htr7",-2.0859084578295,3.78022207686322,300.86738749946,2.10881989681106e-17,1.32499699600911e-16
"33863","Trim36",-1.09880530841356,5.64549501070252,300.843366964861,2.11117095500978e-17,1.32575306984813e-16
"7457","Evi5",1.06259710813413,5.73134275926279,300.833944925214,2.11209391838358e-17,1.32575306984813e-16
"3709","Baiap2l1",3.34217310615033,3.06298465973753,300.763109393357,2.1190465976987e-17,1.32946554059441e-16
"6717","Dock5",-1.22005039195379,6.80499508218886,444.483838138568,2.13508992764649e-17,1.33887495217989e-16
"25667","Mybl2",0.775134019935064,7.16839838469011,300.432232416502,2.15184743779203e-17,1.34872278222843e-16
"25939","Ndufa13",-0.737277714665079,7.35630132680898,299.973348692701,2.19823608989672e-17,1.3771239300943e-16
"23558","Map1b",7.86188171041321,2.75578066466169,317.883486317454,2.20017542611765e-17,1.37766485728296e-16
"6340","Ddx5",-0.53239677236088,9.76851785674068,299.907367604535,2.20499324854133e-17,1.38000677163107e-16
"32437","Stbd1",3.17383953832591,3.32225333105471,299.894071097846,2.20635762768561e-17,1.38018609782678e-16
"6282","Dctn5",-0.964327774066905,5.86219814530715,299.797352069903,2.21630924966089e-17,1.38573437216346e-16
"28052","Pcdh15",-5.72511380461221,2.06579589647665,303.496829535999,2.2449562454672e-17,1.40296069903404e-16
"19715","Hpcal1",-0.780574535393299,7.0926094705472,299.484695120487,2.24880762826279e-17,1.4046820331661e-16
"8459","Gatsl2",1.25082695937897,5.66016014581855,310.948473076959,2.27076877331309e-17,1.4177081493064e-16
"18897","Gorab",1.58076060361666,4.75016756279566,299.181209152146,2.28083864639049e-17,1.42330111437769e-16
"8227","Frmd4a",1.5871313427555,4.91675572323519,310.67855652788,2.29795970840274e-17,1.43328660818787e-16
"29247","Prr7",-2.57632644448334,3.16850030807858,298.627824891113,2.34050259600185e-17,1.45911079560875e-16
"3113","Arhgdib",-0.643832691874534,7.98586267840648,297.857763385588,2.42630981160014e-17,1.51186847384622e-16
"34189","Txndc16",-1.0790326611955,5.82461548057022,297.662641180682,2.44858007877947e-17,1.5250033029558e-16
"35266","Ydjc",-3.06297796127141,2.79709396297565,297.546538684379,2.46193468152645e-17,1.53257528424629e-16
"33498","Tmem39a",0.971467681548009,6.08033929114398,297.344436119462,2.48536680761506e-17,1.54641020269732e-16
"29957","Rffl",2.98332270200339,3.12076053844995,297.301935242436,2.4903246005306e-17,1.54874242398224e-16
"33688","Tob2",-0.838865013226911,6.38884731394776,296.602884385405,2.57339955789609e-17,1.59963016208056e-16
"33404","Tmem183a",0.734234866306032,7.26142768363902,296.590169364399,2.57493766940582e-17,1.59980964855611e-16
"7615","Fam13b",-0.84662305944194,6.47335678889572,296.516311264644,2.5838915285304e-17,1.60456313289705e-16
"25485","Ms4a6d",4.32460524163153,2.98579702325681,296.506407523606,2.58509468423788e-17,1.60456313289705e-16
"20928","Ktn1",1.49120981594845,6.96731652836472,576.668318391386,2.62230865319519e-17,1.62649541178809e-16
"3374","Atp1a3",9.67476343518628,2.58344702548205,347.4616613143,2.62296995341071e-17,1.62649541178809e-16
"29507","Pura",-1.1615613055635,6.21112714370127,349.631319473363,2.64608688221361e-17,1.64003594030713e-16
"2696","Aldh6a1",1.80082967749219,4.35366290864766,295.924676620567,2.65682402194135e-17,1.64589412680015e-16
"4858","Cdr2",1.18713777048649,5.31943009466556,295.868042926822,2.66391953983066e-17,1.64949176535452e-16
"49","1110037F02Rik",-0.787737175916637,7.19642442835016,295.598269931567,2.69799703729699e-17,1.66978501994142e-16
"2476","Adgrg3",10.2629672156967,3.07400143765252,463.229816545956,2.73246978412871e-17,1.69018529553362e-16
"30693","Sccpdh",1.28005335226732,5.09316726083854,295.320276843141,2.73359917770412e-17,1.69018529553362e-16
"19446","Herc4",-0.874654149742759,6.21416825070531,295.304283599735,2.73566257346115e-17,1.69064475160087e-16
"2532","Aen",1.35493251809788,5.01475880163813,295.210081597039,2.74784992184653e-17,1.69735736851157e-16
"19391","Hdac1",-0.699653463576622,7.35380695674454,295.096718311409,2.76259298269529e-17,1.70564142446544e-16
"5199","Ckap4",5.94730533216584,2.31053687685022,295.068452890049,2.76628205069812e-17,1.7070959835754e-16
"7264","Enpp2",9.26661774644507,2.29487227846527,331.033555709953,2.76792280890222e-17,1.70728572100159e-16
"32351","Ssrp1",-0.679611353892748,8.1633724299611,294.847293963233,2.79532846176614e-17,1.72335969922559e-16
"23173","Lmo4",0.989496983094151,6.09201250800566,294.626855029709,2.82460383564777e-17,1.74057036166842e-16
"20608","Kif18b",0.868421529968535,6.74376906361369,294.401765464312,2.85483410804068e-17,1.75772387913181e-16
"29443","Ptk7",7.43729824466897,2.13930838601076,294.399160334123,2.85518599655928e-17,1.75772387913181e-16
"28676","Plekhj1",-1.03393634099724,5.58665720997148,294.292135624675,2.86968239656067e-17,1.76579928341948e-16
"29966","Rfwd3",0.595212077088168,8.84591614467748,294.192009099817,2.88331544491403e-17,1.7733359400636e-16
"29779","Raver1",-1.0340373014558,5.99123868394499,293.86016037637,2.92899483277881e-17,1.80056547449509e-16
"23581","Map3k4",-0.983638307593298,5.94315277490454,293.815215740055,2.93524054950509e-17,1.80353911882978e-16
"35595","Zfp503",2.67351431725387,3.43629103090347,293.576383496166,2.96866865690476e-17,1.82320394012784e-16
"5048","Cgn",4.06257020427516,2.6872923467987,293.51410694185,2.97745168087565e-17,1.82772141771873e-16
"8232","Frmd8",-0.791866737523462,6.93178883715234,293.116827868429,3.03413655596238e-17,1.86162523234778e-16
"34358","Ugt1a7c",-1.51226134107214,4.21424290481563,292.966975217956,3.05581558009201e-17,1.87402866394052e-16
"29645","Rabac1",1.25286081806166,5.70470318903556,304.20191394387,3.06642581809256e-17,1.87934293273368e-16
"29608","Rab31",1.12473925733211,5.53168301120752,292.868731018685,3.07011797291673e-17,1.87934293273368e-16
"31452","Slc35b2",-1.32011766239157,4.92427903451289,292.868438263727,3.07016069859741e-17,1.87934293273368e-16
"23326","Lrrc8a",1.46860528028872,5.04977641431884,299.091495197566,3.07035174953445e-17,1.87934293273368e-16
"26191","Nmd3",0.801654227218327,7.26534938756992,292.772998668608,3.08412330557555e-17,1.8868704695602e-16
"6250","Dcbld1",1.82698216477445,4.39919427305932,292.745557984511,3.08815032718703e-17,1.88843194554106e-16
"26596","Ogfrl1",-1.1639093491722,5.49549944198862,292.689596041153,3.09638031876659e-17,1.8925608583201e-16
"8105","Flrt1",9.20479258735105,2.14318552246504,328.014482761729,3.12435719676072e-17,1.90874970918516e-16
"19783","Hsf2",1.23141212107119,5.20434520600482,292.21128489779,3.16768339437074e-17,1.93429594014866e-16
"4930","Cenpq",1.16375155003935,5.65987649522979,292.117392640928,3.1818844151843e-17,1.94204146503503e-16
"3425","Atp6v1c1",0.784046283428216,6.86561619898101,292.107290123017,3.1834164375276e-17,1.94205085671944e-16
"7164","Eif6",0.737780264803197,7.60289070191712,292.087828631569,3.18636994081878e-17,1.94292700438973e-16
"19598","Hmga2",6.1096480871005,2.25687223220297,291.909425563717,3.21358106416745e-17,1.95805923992237e-16
"5960","Cyp1b1",7.4117112907028,2.21117591500585,291.905093785675,3.21424484366796e-17,1.95805923992237e-16
"29119","Prkcg",-2.46107610971947,3.16353546118351,291.889822640602,3.21658608107482e-17,1.95855372173862e-16
"26323","Nqo2",-1.01573262585283,6.08487076357408,291.86937762027,3.21972337593082e-17,1.95953221619744e-16
"19975","Ift80",1.17797601416008,5.5304802563783,291.837797393166,3.22457577954669e-17,1.96155310485013e-16
"20574","Kdm5b",5.12490208921995,2.38011665007012,291.788908057696,3.23210315467732e-17,1.96519852305998e-16
"19181","Gtf2b",0.833057995284549,6.76965304402151,291.594958580512,3.26215002897452e-17,1.98252639397336e-16
"23641","Marcksl1",-0.745650341363278,7.91581602919164,303.374876998247,3.31470798898976e-17,2.01351213467808e-16
"5104","Chmp2a",-0.903642853965262,6.28004551983926,291.063440643428,3.34602873579507e-17,2.03079688761443e-16
"20164","Inpp5a",2.13574787363641,3.75695263192702,291.0615286435,3.34633458248063e-17,2.03079688761443e-16
"19430","Helb",1.12764401919167,5.72893366623739,290.805798867035,3.38751113748952e-17,2.05481194294426e-16
"34379","Ulbp1",0.902886913477794,6.24322357388967,290.090723861866,3.50554051294492e-17,2.12539991800472e-16
"19896","Idi1",-0.986032828980123,5.80362712037926,290.036570498284,3.51465570915387e-17,2.12991795341767e-16
"23111","Lims2",7.42141955837201,2.36634268452248,289.85533605482,3.54534552830737e-17,2.14749997587398e-16
"2943","Ap2b1",-0.635786247676416,7.78123114080989,289.70961280389,3.57022899494627e-17,2.16154998961168e-16
"35668","Zfp652",-1.49218107205949,4.54826505927028,289.588890330278,3.59098427402082e-17,2.17308854578623e-16
"6543","Disp1",1.25853552308469,5.15705719081211,289.494744579566,3.60725952883469e-17,2.18190638954786e-16
"31709","Smdt1",-0.795700441017689,7.03130638039976,289.42637796865,3.61912750735681e-17,2.18805135654882e-16
"27984","Park7",-0.904656539951926,6.38134486472182,289.411073594115,3.62178993610064e-17,2.18862766077247e-16
"23732","Mcmbp",-0.703823938969615,7.27304129218782,289.340808673018,3.6340403951479e-17,2.19499468206928e-16
"35033","Wbp1",-1.51139108319437,4.37634439070599,289.110775513863,3.67445568228147e-17,2.21835950078332e-16
"7507","F11r",1.69945132820668,4.94704615464557,315.349218793518,3.70605240047501e-17,2.23638081941954e-16
"32405","Stac2",7.61489980958025,2.46679410980011,288.576345962324,3.77021137313203e-17,2.27402527710578e-16
"31459","Slc35d3",9.41492092599443,2.42057492690183,323.359724586659,3.7735534094886e-17,2.2749694636771e-16
"30039","Rhoq",1.68549254500307,4.27519287556609,288.454981631599,3.79232487447369e-17,2.28521035377109e-16
"28451","Pigc",1.09888864799609,5.38266976217799,288.430045298826,3.7968855506345e-17,2.28688238362534e-16
"33709","Top2a",-0.719481533699982,9.65811619381011,351.433591106838,3.82673103786315e-17,2.3034151157177e-16
"4612","Ccr2",-3.17449955967897,2.94509239717965,299.306351481817,3.82793234380888e-17,2.3034151157177e-16
"8630","Gk5",1.49431544575616,4.81030247785074,288.172466558336,3.84433819888821e-17,2.31220059355395e-16
"5367","Cmtm3",-0.790622180599266,6.6707791712105,288.070802352283,3.86324089644367e-17,2.32247885816719e-16
"19341","Hapln4",1.40231488670035,4.92938364895426,287.892058194845,3.89671575766697e-17,2.34150376710115e-16
"25615","Mum1",-1.06971405093422,5.56811047896937,287.81403780958,3.91142401132933e-17,2.34923942143865e-16
"34137","Tuba4a",0.844750019051991,6.63273920853406,287.562149180003,3.95931462976324e-17,2.37688813099476e-16
"2588","Ahcy",0.800484416507951,6.71774599348656,287.365253285926,3.99718455602685e-17,2.39849804310796e-16
"33555","Tmem9",1.89749496546976,4.01413129944065,287.238076045058,4.02185012972761e-17,2.41216819256028e-16
"2946","Ap3b1",-0.652340323328148,8.0107907883786,287.19516107,4.03020988179705e-17,2.4160504464612e-16
"30317","Rpl11",-0.76252318957047,8.60785546304369,344.538478044357,4.07446827492715e-17,2.44143969398419e-16
"28693","Plk1",-0.733317856998483,7.02661072325988,286.611670146591,4.14572803612575e-17,2.48266228149711e-16
"8385","Gak",-0.619610611958812,7.99685866955938,286.604638610884,4.14714144484367e-17,2.48266228149711e-16
"35080","Wdr47",1.30489248640957,5.41901312072114,292.134685323268,4.24580201345487e-17,2.54053713935932e-16
"7801","Fam89b",-0.952730010018198,5.81503287361455,286.028456097425,4.26472258896791e-17,2.55066663950182e-16
"19053","Gramd1a",1.15960521029278,5.26244827377462,285.586544649329,4.35730792893304e-17,2.60482390429447e-16
"8135","Fnbp4",-0.796967269209406,6.69109688110462,285.452103011393,4.38589792293679e-17,2.62068435741006e-16
"21901","LOC108167810",-3.02741850871346,2.47372324572782,285.442572331048,4.38793226262177e-17,2.62068435741006e-16
"29120","Prkch",1.54199147353208,4.59402548873407,285.090530466868,4.46378494597861e-17,2.66474434653875e-16
"19030","Gprc5b",5.54018893547687,2.24675791562385,285.046612801244,4.47334521418106e-17,2.66920715133217e-16
"8490","Gchfr",3.70051391717585,2.94901699296817,284.296989074253,4.63993597235498e-17,2.76732091877063e-16
"19506","Hirip3",-1.10827905454519,5.1837531220622,284.251179244467,4.6503284149411e-17,2.77222790285478e-16
"26170","Nlrp1a",-2.9601482945746,3.46522615518513,362.638198007462,4.68143111092948e-17,2.7894707015101e-16
"6679","Dnal1",-1.71859288487818,4.10317575596636,284.069956634112,4.69168438463221e-17,2.7942799323356e-16
"7122","Eif2b4",0.996938967908611,6.02832477239188,283.943457338839,4.72078428708362e-17,2.81030417462138e-16
"30372","Rplp1",-0.605196155380125,9.51160594152899,283.892184897532,4.73263370535273e-17,2.81604900543874e-16
"19104","Grk5",-1.09641021967566,5.41586432530934,283.764174095237,4.76235641111745e-17,2.83241866439196e-16
"33372","Tmem158",3.95549105038512,2.6682774485103,283.61287704434,4.7977425427153e-17,2.85213989134027e-16
"34154","Tubgcp3",0.654356377000164,7.5699419716522,283.48926031071,4.82686256548404e-17,2.8681194965672e-16
"5930","Cyb5a",-1.13698825775803,5.70389344587384,290.297689857234,4.8492628764994e-17,2.88009328077805e-16
"8117","Fmnl2",-0.858692238730646,6.65589798763239,283.297693602437,4.87236193546191e-17,2.89247077346267e-16
"3849","Birc3",-0.998339811837873,6.00302976706147,283.231297894401,4.88823814037396e-17,2.90055094473997e-16
"35895","Znrf1",1.277150887159,5.43182060463159,286.69078475722,4.93610676714641e-17,2.92759829334459e-16
"32843","Tbc1d13",-0.960931971612118,5.80073904778827,283.017274089286,4.93979064887094e-17,2.92842681753668e-16
"5103","Chmp1b",-1.03106108393058,5.80529324177847,282.799781914861,4.99277235432238e-17,2.95846598783424e-16
"19044","Gpx1",-2.14498821032342,7.90430037795482,1371.89111077868,5.05637854497913e-17,2.99476999391572e-16
"35032","Wasl",0.96820202095852,6.36429241541626,282.434258661517,5.083183111312e-17,3.00925380214286e-16
"30381","Rpp30",1.08977115466935,6.15219131098615,293.089526937247,5.09785606695986e-17,3.01654560708969e-16
"29592","Rab1b",-0.582420266184101,8.52126776937934,282.273236510942,5.12356323090124e-17,3.03035691324205e-16
"31138","Shisa5",-0.72576272094601,6.98016992505623,282.118835058889,5.16260409929827e-17,3.05203811133492e-16
"20505","Kcnk6",-1.12053733296511,5.36437186989384,282.071556710995,5.17462185024507e-17,3.05773109332663e-16
"33843","Trim21",-1.44752776118006,4.31532227543732,281.673695401687,5.27694328251073e-17,3.11675547659363e-16
"7584","Fam117a",-1.45486587072685,4.40265007744865,281.480618365572,5.32737336861596e-17,3.14509064016263e-16
"23839","Mesp2",4.10930068717261,2.74860707949577,281.388980456858,5.35148784342857e-17,3.15787105230888e-16
"20234","Irak1bp1",3.34782196487315,2.93291841708199,281.286499039971,5.37859358078467e-17,3.17240399824725e-16
"30670","Scamp2",-0.964454027059173,6.14749902394346,281.240713864815,5.39075072434489e-17,3.17811063652101e-16
"4668","Cd24a",-0.572139260647283,8.57570088623022,280.953097411611,5.46779291885716e-17,3.22204732287004e-16
"28628","Plcb4",-2.54010971929063,4.23808388314479,440.444812058398,5.48194433222965e-17,3.22890051399267e-16
"7734","Fam234b",1.09932648136704,5.70037601968604,280.799829671433,5.50932617465166e-17,3.2435366283409e-16
"26447","Nudcd1",1.05851552298394,5.4706521528894,280.63456008749,5.55448859747397e-17,3.2686225409308e-16
"15081","Gm38434",9.18634923901786,2.22155822875359,313.850216274711,5.59355507761571e-17,3.29009980564397e-16
"33631","Tnfrsf22",1.98624768596103,3.7733941655619,280.388093612133,5.62257341044538e-17,3.30564979434128e-16
"23949","Mical1",-0.991606700342932,6.48444933267395,300.023604103462,5.67409524448052e-17,3.33440980291753e-16
"33546","Tmem86a",-1.57735102470434,4.19394574530262,280.109793991474,5.70052208429605e-17,3.3484029949271e-16
"4826","Cdk4",-0.718120843974845,7.72434322807461,280.077459156516,5.70965308653442e-17,3.35222869202536e-16
"6200","Dagla",2.60425856827153,3.33725200390529,279.472082067613,5.88351268158698e-17,3.45272135140794e-16
"23825","Meis3",4.63893517142553,2.39109632474125,279.42940934595,5.89597890751532e-17,3.45845212600704e-16
"19912","Ifi204",1.47398343570047,4.66760138181419,279.378751231009,5.91081449072868e-17,3.46556682938556e-16
"23528","Malt1",0.957944430166623,5.90390576738185,279.265429099714,5.94414583572184e-17,3.48351429869191e-16
"5562","Cox11",1.62780658502553,4.57770823054548,279.105323480188,5.99157926586683e-17,3.50970596978155e-16
"33487","Tmem27",-6.15080907138745,1.93286716922288,284.737678855838,6.03979676902239e-17,3.53633276759633e-16
"7113","Eif1b",1.07471002966004,5.8829094030489,278.694272049992,6.11521489704573e-17,3.57885405652059e-16
"3696","Bach1",1.2188030682467,5.42155725559451,278.528289566922,6.16590668904227e-17,3.60663799643739e-16
"32316","Srsf10",-0.665041456113765,7.48610011858655,278.520415051944,6.16832269597648e-17,3.60663799643739e-16
"2286","Acot13",1.39879972057365,4.88155471635469,278.44388604699,6.19185541565077e-17,3.61718076059004e-16
"9500","Gm15210",-0.97346956413892,5.6692457732507,278.443406099563,6.1920033012209e-17,3.61718076059004e-16
"4751","Cdc34",0.875261952585982,7.09083397499662,289.028290735524,6.20856133088443e-17,3.62519962799704e-16
"8555","Gga1",-0.794090212134929,6.57514898909333,278.317598978023,6.23089814659811e-17,3.63658390005418e-16
"5803","Ctbp1",-0.716954735550613,7.87017267132571,284.022612317421,6.25186500509546e-17,3.64715860547824e-16
"8004","Fgd3",-1.01300980965568,5.62429893325877,278.239338536212,6.25522458247337e-17,3.64745677498049e-16
"28717","Plrg1",0.79950905320187,6.97665892829772,278.082773301719,6.30419542277202e-17,3.6743387523257e-16
"23801","Med7",1.26617622002188,5.06652154400248,277.918579049107,6.35599150591614e-17,3.70284218531648e-16
"19369","Hbegf",3.77936551310328,3.0199831444245,281.854081697668,6.45084450865083e-17,3.75531608361106e-16
"20109","Il6ra",-1.06149994713927,5.19143298216549,277.618186297016,6.45192923384954e-17,3.75531608361106e-16
"34232","Ubald1",-1.43103496851651,4.89000685893651,288.023521009492,6.4649958610727e-17,3.76121181285943e-16
"32488","Ston2",2.10507186895552,3.94188198133439,277.559779681043,6.47076128976879e-17,3.76285641759716e-16
"34310","Ubr7",0.723754243497935,7.11976214698408,277.286268567428,6.55973197068552e-17,3.81286281818557e-16
"23097","Lig4",1.29733688617244,5.20717312822375,277.207362115191,6.5856410546363e-17,3.82618573977395e-16
"27981","Pard6g",5.98183232453078,2.37940894321238,277.004064628431,6.65289771988534e-17,3.86350817701278e-16
"20330","Itm2a",4.30727848020975,2.73554029537152,276.956491790462,6.66874158774033e-17,3.87095358254827e-16
"19750","Hs3st3b1",2.04284438406365,3.98161379790505,276.767055003288,6.73223228163015e-17,3.90509014671178e-16
"3077","Arhgap11a",-0.954507491057673,6.82803911102484,312.265844550642,6.73365017097979e-17,3.90509014671178e-16
"21578","LOC108167344",-1.46569282010895,4.56178970044275,276.650595667839,6.77158358067587e-17,3.92531135131528e-16
"25699","Myh7b",-3.36145267076381,2.25337763588316,276.638062483893,6.77583309059914e-17,3.92599740837656e-16
"26348","Nr5a2",9.29770118785118,2.31026302107075,309.076226450604,6.84393749233134e-17,3.96366438667132e-16
"4226","Calcrl",2.40972096070947,3.65556699310254,276.415855254126,6.85164838094295e-17,3.96633623498981e-16
"5423","Cnst",0.864605545071219,6.48627880377207,276.035326887129,6.98358819097103e-17,4.04088778966941e-16
"26367","Nrgn",7.45349805089497,2.10716233756594,275.999017003174,6.99631854546235e-17,4.04642542794243e-16
"18828","Gmppb",-1.56863890156735,4.19831959871151,275.846208438101,7.05016524760383e-17,4.07572758444998e-16
"6724","Dok2",2.44084914595669,3.1718161398796,275.654245000554,7.11843576968946e-17,4.1133379977831e-16
"28042","Pcbp1",-0.569244672597842,8.56172562898877,275.587198919149,7.14244591159815e-17,4.12535046901282e-16
"19990","Igf2r",1.97589579417228,3.92085146611747,275.5329959146,7.16191983018932e-17,4.13473324732075e-16
"29998","Rgs2",-1.21063911078032,6.72551273958734,414.532427343794,7.30123208491362e-17,4.21326168757634e-16
"34265","Ube2l3",-0.694370912665477,7.27821022093778,275.099800313719,7.31960466605008e-17,4.22196115985456e-16
"29788","Rbbp6",-0.866650411511441,6.90221620002212,283.613548601931,7.59535303943475e-17,4.37904077757596e-16
"702","2510009E07Rik",-1.56068893808861,4.41490464908286,274.267788337585,7.63292739363811e-17,4.39872345974509e-16
"28996","Ppp2cb",0.650356708494671,7.49461614843194,274.165677495897,7.67235409178342e-17,4.41945542713841e-16
"30328","Rpl18",-0.630933534427199,8.60722417554467,273.980652207427,7.74434919738376e-17,4.45892047987855e-16
"5683","Crip2",1.20688597923274,5.06238244386624,273.872143657624,7.78690540606218e-17,4.48140780784837e-16
"5494","Col6a1",9.19804335127993,2.14320798311923,306.020125909079,7.79920029692024e-17,4.4864671968582e-16
"29059","Prdm10",1.08238066980204,6.02990667184634,277.14147790571,7.87072797341717e-17,4.52558022898998e-16
"6249","Dcakd",1.13538650018821,5.33353129838576,273.486860893253,7.94003430144376e-17,4.56338147351828e-16
"3329","Atf7ip2",4.89336731870968,2.38889873711745,273.423507449735,7.96551944504387e-17,4.57597471932646e-16
"31473","Slc36a1",1.6837893555448,4.57718783736778,277.525206448976,7.98002041109565e-17,4.58224938852376e-16
"4313","Card19",0.918708174795608,6.43230457729295,273.269940065501,8.02765718852838e-17,4.60753699234002e-16
"30112","Ripk3",4.48708912445164,2.53415762989538,273.190520141345,8.05999514465432e-17,4.62402499226248e-16
"19500","Hip1r",0.937992755730292,6.02814014340478,273.038883994556,8.12212391701171e-17,4.65758158340058e-16
"35635","Zfp597",1.12525770346201,5.33213451400001,272.879837796749,8.18783726898752e-17,4.69316276765377e-16
"20295","Itga2b",-3.5725705239041,2.35463121851862,272.721901375425,8.25365281934286e-17,4.72877066450493e-16
"19471","Hgh1",-1.95235914301862,3.79348987869685,272.708478505739,8.25927234718649e-17,4.7298739895225e-16
"31610","Slc9a7",-1.05818861775257,5.41262722741561,272.601683474955,8.30412791136578e-17,4.75343575793647e-16
"3142","Arid2",-0.999296033487845,7.14827587553054,362.584269235124,8.40086733454938e-17,4.80666247626921e-16
"33990","Tsc22d4",-0.793649088679427,6.61864031076916,272.064938207561,8.53353284743566e-17,4.88038803534674e-16
"3084","Arhgap20",7.40744515754269,2.38677646537343,272.033614875089,8.54712727442398e-17,4.88598056915174e-16
"31360","Slc25a23",-2.35785409573673,3.08864661311366,271.824526311143,8.63846543342235e-17,4.93599062360434e-16
"34423","Upp1",6.34008780152655,3.21910584556725,400.928742358554,8.70253877806219e-17,4.97038398987896e-16
"23856","Mettl18",2.28016822393839,3.63508248325355,271.065904562712,8.97869064598223e-17,5.12581960418201e-16
"5675","Creld2",-0.741824725584604,7.00953886616441,271.024124867816,8.99783796523542e-17,5.13446145921745e-16
"3358","Atoh8",4.5093015306305,2.49103926714003,270.825533238883,9.089447647796e-17,5.1844265982195e-16
"4579","Ccna2",0.547839896325322,9.15978160735294,270.811740311919,9.09584707395741e-17,5.18576677569121e-16
"8351","Gabarapl1",1.10181452588788,5.70276856813252,270.393530763506,9.29217827675072e-17,5.29312988343351e-16
"19879","Ice1",-0.787456630938731,7.14784264089155,270.393001671789,9.29242950250568e-17,5.29312988343351e-16
"27989","Parp10",-1.42861051600389,4.48920426603151,270.295972932452,9.33862369151684e-17,5.31707765095034e-16
"20110","Il6st",-0.747354432320362,7.28509682539065,270.208657268596,9.38040275034552e-17,5.33849143191886e-16
"31972","Snx18",1.55653748010668,4.8493649353245,276.992102208923,9.42008447151884e-17,5.35869309896929e-16
"29620","Rab3b",9.17124021054229,1.98495763157878,301.255281216177,9.58443820983905e-17,5.44976604249507e-16
"28750","Pmm2",-0.940254096662456,5.64138279788335,269.743363953306,9.60642080497359e-17,5.45984103007931e-16
"5868","Cttnbp2nl",-0.815537797743527,6.55427609489132,269.651159149937,9.65189446022463e-17,5.48325237636097e-16
"7344","Erbb2",2.23836267282596,4.0233268855637,287.811896056029,9.67402599226006e-17,5.4933881521459e-16
"28288","Per2",-3.4375102241929,2.47679137473041,269.467374229259,9.74321914349807e-17,5.53022700055376e-16
"35340","Zbtb42",-1.20908279329125,4.92937926023931,269.345553703031,9.80426004448999e-17,5.56240805802811e-16
"31006","Setd2",-0.972173832655964,7.0391259044228,336.330865258341,9.85815135470396e-17,5.59050611589833e-16
"4956","Cep55",0.71914693903734,7.24905874719172,269.164469327683,9.89575044559665e-17,5.60934415475277e-16
