"","Uninfected_1","Uninfected_2","Uninfected_3","IC2_1","IC2_2","IC2_3","NQY_1","NQY_2","NQY_3"
"Plrg1",86.1297009950857,81.2483736754177,85.0693146844806,152.692817653535,142.339321845834,144.757338090715,142.098691923826,147.644398897795,156.095568901704
"Pls1",0,0,0,6.66733133633902,5.83357876417353,7.05692023192235,4.44736364036402,4.79819305828989,5.64200851451941
"Pls3",0,0,0,1.09300513710476,1.43595784964272,0.542840017840181,1.30166740693581,1.19954826457247,0.522408195788835
"Plscr1",18.0293191887761,18.2919835815694,17.7768892327302,64.9245051440226,65.2463347931409,62.8789687331542,68.7714279997754,64.0758697992463,73.1371474104368
"Plscr3",25.1289474703667,28.148343666784,26.3000553032173,13.4439631863885,10.6799365067177,12.3043737377108,11.606534378511,13.2949932656782,11.5974619465121
"Plvap",0,0,0,8.96264212425902,9.69271548508833,9.40922697589646,8.78625499681673,7.49717665357796,10.6571271940922
"Plxdc1",42.7846020127432,40.4909927825032,41.1547161689234,7.2138339048914,9.60296811948566,8.3235469402161,8.24389357726014,7.39721429819692,7.10475146272815
"Plxdc2",1.86832323199752,1.42073658885976,1.0552491325365,29.183237160697,26.6549675839929,27.3229475646224,24.2977915961351,24.3908147129736,24.2397402846019
"Plxna1",127.326228260631,137.989041193004,137.42590626033,55.5246609649217,54.6561456520258,54.4649484566314,51.4158625739645,64.7756062869136,49.0018887649927
"Plxna3",12.3309333311836,11.5434847844856,13.2312006618038,4.48132106212951,5.0258524737495,4.79508682425493,4.98972505992061,3.59864479371742,3.55237573136408
"Plxna4",1.12099393919851,1.15434847844856,1.6234602039023,3.82551797986665,4.12837881772281,3.89035346118796,3.6880576529848,3.39872008295534,3.55237573136408
"Plxna4os1",2.89590100959616,2.93026921452326,2.51636331604857,0.437202054841903,0.717978924821358,0.542840017840181,1.08472283911318,0.0999623553810395,0.731371474104368
"Plxnb1",0,0.17759207360747,0,1.74880821936761,1.52570521524538,2.08088673505403,2.06097339431503,1.39947297533455,1.8806695048398
"Plxnb2",1.86832323199752,0.710368294429881,0.811730101951151,2.7325128427619,2.51292623687475,2.35230674397412,2.60333481387162,1.69936004147767,2.82100425725971
"Plxnc1",6.72596363519107,8.52441953315858,6.57501382580432,19.1275898993333,19.3854309701767,19.089873960713,16.7047317223429,19.1927722331596,18.388768491767
"Plxnd1",92.4819999838773,102.559422508314,97.2452662137479,98.2611618257178,100.247807378182,97.8016765475392,87.3201885486107,106.259983770045,84.6301277177912
"Pmaip1",109.670573718254,112.948558814351,101.060397692918,426.599905011987,425.94099715027,422.872373897501,447.556643418096,450.03052392544,439.658737575883
"Pmel",1.02757777759864,0.887960368037352,0.405865050975576,1.20230565081523,1.34621048404005,1.35710004460045,1.41013969084713,1.29951061995351,0.835853113262135
"Pmepa1",20.364723228773,14.0297738149902,20.1309065283886,15.9578750017295,15.7955363460699,18.0041939250327,17.6809822775448,17.3934498363009,18.0753235742937
"Pmf1",122.655420180637,129.908601843865,124.600570649502,117.279451211341,114.786880605815,116.891550508252,110.750201873455,105.76017199314,105.421973910187
"Pml",103.318274729463,104.335343244389,110.963504936722,46.9992208955046,50.4380194687004,45.7795081711886,42.5211352932365,47.2821940952317,45.2405497553131
"Pmm1",49.0434848399349,43.598854070634,47.3238649437521,69.2965256924417,60.1307349537887,63.9646487688346,75.3882373183657,64.9755309976756,70.3161431531771
"Pmm2",74.5460969567011,73.8783026207076,74.5979963693108,39.1295839083503,39.7580829619827,37.3654878946658,32.9755743090406,35.9864479371742,33.1206796130121
"Pmp22",0.280248484799628,0,0,33.6645582228265,33.2962726385905,32.0275610525707,32.9755743090406,28.8891207051204,31.5534550256456
"Pmpca",124.430327251035,124.847227746052,124.032359578136,103.070384428979,99.0810916253473,99.2492499284463,98.9267229271217,100.762054224088,95.3917365510412
"Pmpcb",98.2738020030696,102.825810618725,100.898051672528,131.379217479992,126.364290768559,137.067104504646,140.580079949068,130.550836127638,136.348539100886
"Pms1",19.1503131279746,20.0679043176441,17.8580622429253,25.5763202082513,20.372651991806,24.0659074575813,23.7554301765786,26.7899112421186,23.1949238930243
"Pms2",52.9669636271297,48.5714321316431,47.7297299947277,59.7873809996303,54.0279140928072,61.7028153611672,58.3580887442889,58.8778273194322,59.3455710416116
"Pmvk",104.159020183862,100.961093845847,104.144972080333,23.7182114751733,21.18037828223,18.6375072791795,20.501261659239,19.6925840100648,21.1052911098689
"Pnisr",84.7284585710876,89.5952011349688,90.1020413165778,61.8640907601293,68.207997858029,68.6692622567828,58.6835055960228,69.3738746344414,67.2861756176019
"Pnkd",11.1165232303852,12.3426491157192,12.0947785190722,13.9904657549409,15.8852837116725,16.104253862592,17.2470931418995,16.9936004147767,16.9260255435582
"Pnkp",45.7739191839393,48.8378202420543,48.9473251476544,25.7949212356723,23.8727992503101,26.4182142015555,27.7689046812973,21.7917934730666,28.2100425725971
"Pnn",275.017179750035,284.857686066382,283.699670631927,224.393954647607,219.163066801719,233.149787662358,203.710949185454,223.615788987385,212.724617325213
"Pno1",65.8583939279126,67.7513760812499,61.7726607584826,107.98890754595,109.761028132065,110.196523621557,121.05506884503,110.458402696049,115.974619465121
"Pnoc",0,0,0,0.546502568552379,0.538484193616018,0.542840017840181,1.19319512302449,0.999623553810395,1.5672245873665
