"","genes","logFC","logCPM","F","PValue","FDR"
"5041","Cfl1",0.146145530681416,11.4100485352909,20.7735268810783,7.75907463733791e-05,0.0119704759917002
"19391","Hdac1",0.196624198030101,7.35380695674454,20.690456407154,7.96205160443914e-05,0.0121373893803385
"30198","Rnf167",-0.378999147744829,4.64403355933645,20.6018688181123,8.18477573667175e-05,0.0123301239185979
"25890","Ncf1",0.605889232738544,7.04698803141646,26.5540502940958,8.42818902588402e-05,0.0125491814507494
"2454","Add1",0.171603527120744,8.06401065239077,20.2947804574262,9.00985585787728e-05,0.0132045673544692
"4701","Cd44",0.165771423042907,8.00068820749292,20.2409697502396,9.1633692182107e-05,0.0132045673544692
"28693","Plk1",0.20913607958738,7.02661072325988,20.2242021225191,9.21177389629745e-05,0.0132045673544692
"2919","Anxa5",0.153838354085611,9.46031965168196,20.2004409184397,9.28083609451172e-05,0.0132045673544692
"25226","Mmp10",0.557980230832254,3.0258447428203,20.5582494613835,9.45491048413262e-05,0.0133044097526723
"28573","Pla2g16",-0.255751602365551,5.92514648074307,19.7774838677235,0.0001060738860119,0.0147638707650259
"2999","Apobr",0.200750963180406,7.6973389316552,19.6974200360906,0.000108805756018416,0.0149812656539335
"20141","Incenp",0.158401204727069,8.75367737039136,19.6283662639952,0.000111222372721306,0.0151015270564595
"30562","S100a11",0.15760505118858,8.70378222454224,19.6054247479407,0.000112037881324768,0.0151015270564595
"30318","Rpl12",-0.155060861661066,8.81533854329418,19.5404321351794,0.000114383085869614,0.0151866951301072
"29455","Ptpn11",0.171970325407267,7.82609267994336,19.5116947943728,0.000115436728400119,0.0151866951301072
"6845","Dusp10",-0.306884884893762,6.95967303611071,19.5432168324721,0.000116227733131628,0.0151866951301072
"8380","Gadd45a",-0.495079764301633,3.28936034774377,19.3221011116543,0.000122653417311349,0.0156862634043104
"29072","Prdx1",-0.150200932385132,9.41602184299181,19.312963155223,0.000123013209585454,0.0156862634043104
"34591","Vim",0.140576938544286,9.31052403912611,19.294941553231,0.000123726091670078,0.0156862634043104
"8188","Foxm1",0.198355886138375,7.19791392438024,19.1488612001712,0.000129670220639549,0.0160520358167061
"29552","Qk",0.176586582066114,7.68935804168569,19.14015159937,0.000130034133721489,0.0160520358167061
"2654","Akr1b3",0.191536701822615,7.61457796875813,19.1183474223941,0.000130949973539185,0.0160520358167061
"25657","Mxd3",0.326597611768087,5.22772340686297,19.0910135285687,0.000132107829117376,0.0160520358167061
"29577","Rab11fip1",-0.250759098456192,6.31360609904359,19.0729495736132,0.000132879015741573,0.0160520358167061
"7600","Fam129b",0.221418611503676,5.82715211982324,19.0020911679281,0.000135950888203989,0.0162181769052331
"8682","Gltp",0.172454407278494,7.92823155471739,18.9830909802863,0.00013678743504609,0.0162181769052331
"35204","Xcr1",0.508042836503206,7.41495621557507,18.7708787773794,0.000146513952181095,0.0172120289695314
"8306","Fxyd5",0.170691618774022,8.05339998691802,18.7037349616484,0.000149743374127115,0.0174314900517973
"817","3110043O21Rik",-0.255271499484936,6.00788643388766,18.5696767525827,0.000156421095792571,0.0177754794613281
"20664","Klf11",-0.345216323002,4.49520163863332,18.5531599012996,0.000157265611136948,0.0177754794613281
"35538","Zfp362",0.407930852592818,4.69546270476028,18.5379281062452,0.00015804874258543,0.0177754794613281
"31940","Snrnp48",-0.226271167219869,5.90077386616291,18.5340064254956,0.000158251047137165,0.0177754794613281
"27856","Oxct1",0.170127406132908,8.4182894081452,18.4787510513509,0.000161131084514253,0.0177839639963887
"35921","Zscan26",-0.345201495736416,4.62736034650418,18.4537406600579,0.000162453061540441,0.0177839639963887
"8320","Fzd7",-0.312834492674421,6.06620367438217,19.3740659657119,0.000162493072048222,0.0177839639963887
"4582","Ccnb2",0.261673998022742,6.46566109186578,18.3851730779949,0.00016613718160135,0.0179680340446449
"29445","Ptms",0.166761365447971,8.76892833076818,18.3696908333363,0.000166981339423095,0.0179680340446449
"3203","Arpc1b",0.144956205781847,9.73198535224427,18.2886068018191,0.00017147793553742,0.0182981247046389
"5114","Chn2",0.308430742301763,5.00742986861956,18.242118908623,0.000174114220256897,0.0183621899430651
"28651","Plek",-0.167968180376533,8.57732954052308,18.2174971027004,0.000175528025979333,0.0183621899430651
"2793","Amz1",-0.393693596211944,5.54913846536452,18.1881027267003,0.000177231971158333,0.0183621899430651
"20108","Il6",-0.556387217686344,2.82701409792543,18.1781270806853,0.000177814256379545,0.0183621899430651
"13212","Gm33989",-0.365890633472313,4.71865736806951,18.1141536909456,0.000181597392886024,0.0186028369272443
"2941","Ap2a1",0.182644007471183,7.20066637473246,18.0712188796371,0.000184184600477622,0.0187181254691742
"31306","Slc1a5",0.200476552263005,7.36181156711836,18.008982014518,0.000188005150387427,0.0189559523678031
"19349","Hat1",-0.174092920467356,7.33016500487798,17.9246017618115,0.000193320940001774,0.0193396455993962
"25529","Mta1",0.203121887052573,6.98465320954139,17.7553292809455,0.000204475650586626,0.0201098792458686
"2669","Akt1",0.14318230023206,8.88424004785458,17.7396932420119,0.000205540225477546,0.0201098792458686
"5323","Cln8",-0.273361581815165,6.30648842106699,17.7143154131831,0.000207280705480264,0.0201098792458686
"8537","Gen1",0.239291100072327,6.31649268192202,17.7383130022124,0.00020730215231977,0.0201098792458686
"18400","Gm6093",1.16451404657755,0.932206871980643,17.8926197232595,0.000217684546473926,0.0209582753202904
"35486","Zfp235",-0.59286423397779,2.79921036881254,17.4951978820193,0.000222980781012386,0.0212958089247109
"25455","Mrps30",-0.22703928128479,6.25588760996014,17.4746560172817,0.000224516532982114,0.0212958089247109
"32867","Tbc1d9",-0.176861070613167,8.04476804669356,17.4430522775269,0.000226901428167989,0.0213151081014038
"30640","Sass6",0.215593380152524,6.50322661092433,17.4072159653259,0.000229638549657892,0.0213151081014038
"25872","Nbn",-0.251883654801709,5.594414126556,17.3693131590896,0.000232571980825422,0.0213151081014038
"35436","Zfas1",-0.351968657732018,4.84442676680291,17.3689616959821,0.000232599368620075,0.0213151081014038
"19891","Idh1",-0.279221353355409,5.6406057290142,17.334777933441,0.000235279698352042,0.0213151081014038
"23665","Mat2b",-0.247338473662594,5.90059958086709,17.3241939299335,0.000236116267765233,0.0213151081014038
"29449","Ptp4a2",0.157735604311002,8.2564238196882,17.3209646307772,0.000236372147629781,0.0213151081014038
"2822","Ank",0.226791707388201,6.21261376853594,17.2967654039701,0.000238299086794365,0.0213386000447682
"2700","Aldoa",0.184739791348105,10.0661200500569,19.401697123279,0.00024199278637332,0.0215188724271553
"19875","Icam1",0.167770543768285,7.8115892616343,17.150101043048,0.000250343146476953,0.0221078895906026
"8602","Gipc1",0.2157605023733,7.11320056129366,17.0736229527221,0.000256880400117329,0.022529818654126
"6567","Dlgap5",0.178184042704747,7.27195688933883,17.0475056318661,0.000259154514220256,0.0225746500312271
"25536","Mtch1",0.194474423016886,7.65588631720929,17.3116888458404,0.00026167305022932,0.0226400230282868
"8441","Gas5",-0.183392154142107,7.47313957019562,16.9557361980249,0.000267317514244832,0.0229477844042971
"23447","Lysmd3",-0.254369801669612,5.59635666181501,16.9392342542647,0.000268814342885167,0.0229477844042971
"23473","Mad1l1",0.199725866566371,6.63001346917103,16.902312638936,0.000272195937008214,0.0230825759827165
"20130","Impact",-0.216047462463052,6.18927502688236,16.7744229751775,0.000284265502422624,0.023947498411327
"20703","Klhl24",-0.269816799575456,4.97792021064434,16.7502818234544,0.000286607400292519,0.0239869788284033
"5322","Cln6",0.25440157165895,5.46157025142793,16.6729771908719,0.000294246545529088,0.0244664091915583
"32165","Spi1",0.190117425012646,7.9411141369531,16.648311120971,0.000296729635093393,0.0245071705819906
"621","2310001H17Rik",2.18455989231248,0.0530341368231688,16.6302256088988,0.000298564514704453,0.0245071705819906
"35361","Zc3h12a",-0.56868424173104,2.90590731573404,16.5864014787429,0.000303061270293577,0.0247178316312692
"31020","Sf1",0.139902425317789,9.18607776112633,16.5013498758977,0.000311996483924012,0.0252855378268796
"7952","Fcgr3",-0.248538250276776,6.17325191949907,16.4779203273289,0.000314507136299748,0.0253287036498005
"33597","Tmsb4x",0.291584432535861,11.824397628584,26.585300466969,0.000332739926211827,0.0266295922196403
"20705","Klhl26",0.236516375359498,5.69099967981291,16.2856178190347,0.000335949548388902,0.0266537829128955
"32436","Stau2",0.266222494297834,5.04631845753054,16.2647764051417,0.000338365736980114,0.0266537829128955
"720","2610044O15Rik8",-0.533077706391463,3.04851316574057,16.2537733196892,0.000339648842910416,0.0266537829128955
"23964","Mien1",-0.311631264844422,5.02427039821758,16.2390983734948,0.000341368246600146,0.0266537829128955
"3285","Asns",-0.192281572619073,7.16451978110767,16.2524611389188,0.000344269797363989,0.0267174227590659
"6312","Ddt",0.265538571914424,5.65217524417645,16.4551746480866,0.000347450141483726,0.0267308030977636
"4211","Cadm1",0.196444594712094,7.20587445723301,16.1386975501283,0.000353384616659739,0.0267308030977636
"23163","Lmf2",0.188690554521915,6.91297585128433,16.1080732141408,0.000357139355810685,0.0267308030977636
"4410","Ccdc115",-0.228759519714285,6.34781520363813,16.0908459657115,0.000359270273411307,0.0267308030977636
"18904","Got2",0.136553653475121,8.79576328471982,16.0885771045869,0.000359551931867373,0.0267308030977636
"4106","C3",1.34017550834102,0.382023586883193,16.0872067285978,0.000359722166049251,0.0267308030977636
"28621","Plaur",0.255789060703854,5.3130312260866,16.3639210764571,0.000359793709739063,0.0267308030977636
"28004","Parvb",0.158673949735704,7.68226806805467,16.0758005868793,0.000361142439352838,0.0267308030977636
"33637","Tnfrsf9",0.723520598528232,1.8381889137816,16.2807215486975,0.000369971312269468,0.0272269118023594
"4412","Ccdc117",-0.231544317908961,6.18931989066431,16.0140872349667,0.000380580078986787,0.0278120245823282
"8287","Fus",0.140715096305701,8.88345097864866,15.9116099465481,0.000382266015344769,0.0278120245823282
"23664","Mat2a",0.15276152147779,7.88082753000446,15.8898618332651,0.000385161692346141,0.0278643811892222
"28386","Phf2",0.208958026598303,6.49059198655664,15.8094497048064,0.000396073864631059,0.0284928417786556
"28524","Pithd1",-0.311145830945026,5.21837724231551,15.707949956561,0.000410322484835571,0.0292605691401998
"26327","Nr1d2",-0.271774414526655,5.08839265797254,15.701013345752,0.000411316083189063,0.0292605691401998
"6861","Dusp3",-0.21556102668555,5.95619725140166,15.6700563418653,0.000415781860556889,0.0293875910813604
"28511","Pip5k1c",0.191682574330106,7.25062807079581,15.6441124007364,0.000419564450219008,0.0293875910813604
"4851","Cdkn2d",0.222326889715429,5.89338243344808,15.6412321108997,0.000419986658952672,0.0293875910813604
"26446","Nudc",0.151652724545437,7.78220385480046,15.5965529587353,0.000426594557440018,0.0296877353696708
"26346","Nr4a3",-0.303605862360968,4.58620658898045,15.5644027711953,0.00043141828918752,0.0298611415840335
"28556","Pkm",0.151764054447268,10.6377068579776,16.0744420171472,0.000434182290922028,0.0298908829852504
"30313","Rpia",-0.264702032931974,5.327496763465,15.4925659000661,0.000442408822833679,0.030294358162488
"8089","Fkbp8",0.153841358656759,8.08419716481568,15.4706221205906,0.000445825545828693,0.0303550084728386
"30943","Serpina3g",0.936373407885276,1.85694688442475,15.4918070406052,0.000449898691340291,0.0303550084728386
"8606","Git1",0.185232640319999,6.69053917170791,15.4414837913327,0.000450406217090147,0.0303550084728386
"26282","Npepl1",0.289370169551958,5.69534218030192,15.3894340985113,0.00045871453695318,0.0307530871501857
"3016","Apol7c",1.37202081460781,3.14340479874297,17.4927721185763,0.000469313335498063,0.0312997774013161
"35027","Was",0.209351342391713,6.599982998722,15.2857455024234,0.000475758733891234,0.0314366011722906
"3083","Arhgap19",-0.285257249635882,6.0098506103639,15.2826675081354,0.00047627494161846,0.0314366011722906
"33252","Tlr3",-0.198071149412302,9.36184620922042,15.2764696539111,0.000483059265962171,0.0315245878626711
"8654","Glipr2",-0.307885290334991,4.89641737163136,15.233111734623,0.000484668981234704,0.0315245878626711
"3837","Bhlhe41",-0.357796414609826,3.82697334600166,15.4774442743772,0.000485793112323544,0.0315245878626711
"27984","Park7",-0.222428167322491,6.38134486472182,15.2168636076714,0.000487455556174063,0.0315245878626711
"33185","Tifa",-0.422753900185553,4.27361039983324,15.149960787569,0.000499111551554769,0.0321161980786876
"19975","Ift80",0.248366313106169,5.5304802563783,15.082147615182,0.000511231302865464,0.0327315841659613
"30187","Rnf144b",-0.312962228759556,7.11584101026998,15.1585118653707,0.000537543279802073,0.0338189516768404
"34092","Ttc39b",0.199785092580513,6.70683290520622,14.938912199698,0.000537879166402849,0.0338189516768404
"31536","Slc4a2",0.188940148582218,7.15523958671648,14.9306970346026,0.000539451983273543,0.0338189516768404
"6566","Dlgap4",0.225938422615117,6.138805853818,14.9248611408426,0.00054057227399212,0.0338189516768404
"3377","Atp1b2",-0.713008268880696,1.84288963057656,14.9204529038123,0.000541420155701077,0.0338189516768404
"20208","Ipo9",0.141075631004082,8.29319750734408,14.9029027679315,0.000544809904909061,0.0338654894774783
"4847","Cdkn2aip",-0.214568244066634,5.86417368875435,14.8679050633121,0.000551637645343804,0.0339658252279555
"32079","Spag5",0.2038892225914,6.43704318951259,14.8674392312051,0.000551729140758668,0.0339658252279555
"19326","Hagh",-0.23755766774222,5.28550273971647,14.82379477324,0.00056037400162173,0.0343316421623101
"35882","Zmynd11",0.169461619154506,7.26480891789091,14.8105126135476,0.000563033569237417,0.0343316421623101
"32330","Ss18",0.156675673968812,7.36326814185354,14.7602573881185,0.0005732194959363,0.0347870883671295
"5005","Cetn3",-0.185430333801067,6.99956231236808,14.7436850896904,0.000576621569375965,0.0348023417238781
"4957","Cep57",-0.196130456473646,5.97356775045909,14.7326129455813,0.000578906582365173,0.0348023417238781
"26118","Nipal1",-0.973812300331398,0.824746707110008,14.914622408198,0.000589921094375929,0.0352987832405784
"26434","Nts",-0.867816423228924,1.4861045461975,14.9799007382184,0.000595102144029468,0.0354431765316155
"31253","Slc12a4",0.172763301739629,7.02095105273542,14.4884816576217,0.000631834998289091,0.0374566997828325
"25878","Ncapd2",0.136700008764137,8.30248806817609,14.4634956511178,0.000637537539645919,0.0376205907611336
"8220","Frat2",-0.513370005210315,2.67883297578535,14.4335617002259,0.000644442045590374,0.0378535797880034
"19656","Homer3",0.200602622733137,5.93733149142884,14.3463219526161,0.000665025563862496,0.0388229409721543
"7764","Fam60a",-0.302919707006794,4.77165708920153,14.3380697942407,0.000667008747666845,0.0388229409721543
"29469","Ptpn7",0.140423821217817,8.02676987171666,14.3005621289524,0.000676102900465035,0.0391741974681211
"34003","Tshz1",0.222509059369663,5.94647811977587,14.2642373056313,0.000685037001978942,0.0395130577042358
"3622","BC030336",0.314672824187378,4.50959431210337,14.2322079249533,0.000693019622131333,0.0397942433246266
"7948","Fcf1",-0.222013696251313,5.74129291088172,14.1916149031708,0.000703280046359646,0.0401417226992917
"3059","Arf3",0.140327308869293,8.74954701156158,14.1835389601414,0.000705340695614262,0.0401417226992917
"20156","Ino80b",-0.314481725811839,4.44760516709819,14.1413097671508,0.00071622174574567,0.0405806170543067
"25732","Myo1f",0.28254752484997,6.86602747188679,14.1215950648031,0.000721363031835787,0.0406918661791069
"30333","Rpl22l1",-0.251049870935733,5.66001140705137,14.0647572139393,0.000736408092731678,0.0410683894717001
"30332","Rpl22",-0.156403033251481,8.12033528147995,14.0864221784089,0.000737207289107057,0.0410683894717001
"33164","Thrap3",0.174620457028852,7.60116835869633,14.0600858617295,0.000737659475087155,0.0410683894717001
"29966","Rfwd3",0.128965310395727,8.84591614467748,14.0266634880198,0.000746679564462408,0.0412653286065363
"30195","Rnf157",0.348170709388071,5.12117034145724,14.5820445508899,0.000747642033324204,0.0412653286065363
"30036","Rhog",0.18032783802713,6.91958868171914,13.9891805455627,0.000756936353216435,0.0415553208862432
"25901","Ncln",0.174521999948974,6.99335189292463,13.9785273825965,0.000759878953672079,0.0415553208862432
"30359","Rpl39",-0.17861247835195,7.13017523110568,13.9686010855931,0.000762631816342613,0.0415553208862432
"4731","Cd9",0.178221130543564,7.10245966251401,13.9655996787464,0.000777042840399004,0.0421611592004629
"29640","Rab7b",-0.186618003355175,7.97052766959019,13.8639930841324,0.00079230147863521,0.0428076811557969
"20308","Itgax",0.181532852419801,8.88789164965534,13.8998790711354,0.000800593365817494,0.0429037018186965
"2955","Ap4m1",-0.300396533206978,5.34175729516957,13.8296470798482,0.000802310822237462,0.0429037018186965
"2275","Acly",0.138052257924757,8.33595635609678,13.823453099619,0.000804130295703799,0.0429037018186965
"22957","Lat2",0.573621146384033,2.94759374980325,13.8035079270025,0.000810019277433986,0.0430385761308805
"19606","Hmgcl",-0.251690711303682,5.65832996701149,13.7799433907841,0.000825502822272946,0.0436670795830695
"26069","Nfkb2",0.151207184711828,7.48774868866905,13.7413561322079,0.000828668515321038,0.0436670795830695
"20721","Klhl5",0.286087101511874,5.67066523714962,13.7258210299524,0.000833401519052223,0.0437365018502612
"31412","Slc29a1",0.182513432723798,6.59917170813847,13.6934041815774,0.000843371386398878,0.0440790636850516
"28962","Ppp1r15a",-0.216853404649383,5.97446428605505,13.6865709089707,0.000850432228960257,0.0441106333835075
"20360","Jag2",0.160472182809852,7.95999840205391,13.7373044483278,0.000850865009428063,0.0441106333835075
"28172","Pdcd4",-0.248401952914776,5.24701125462271,13.6172375143131,0.000867303274511332,0.0447815259278935
"31224","Skiv2l",0.191282692268212,6.66032695478127,13.6010700189689,0.000872476238928797,0.0448677037730251
"2292","Acot7",0.157719247792403,7.22622972539751,13.5859806137231,0.00087733410782161,0.0449370530026229
"30680","Scarb2",-0.148516297699005,7.44676346546913,13.5187534203942,0.000899332308094327,0.0458802797017843
"23659","Mast2",0.189829679266091,6.91556023710993,13.5558702215166,0.000909395802095688,0.0461338973558596
"28418","Phpt1",-0.41556704552843,4.18059553687378,13.482294199856,0.000911509256621046,0.0461338973558596
"8435","Gart",0.170299495376685,7.15320687013793,13.4533227017822,0.000921311431727141,0.0463736016236539
"19458","Hexb",-0.200994065479178,6.71803803019428,13.4370457629608,0.000926868084472691,0.0463736016236539
"33450","Tmem229b",-0.168081504078229,7.34567105961577,13.4241615238669,0.000931292009500977,0.0463736016236539
"5282","Clec2i",-0.145283096581527,7.47567474346519,13.4229093405946,0.000931723163988066,0.0463736016236539
"28029","Pbk",0.162860931260769,6.77370136676326,13.4152852630959,0.00093435292611501,0.0463736016236539
"20246","Irf5",0.148624940311771,9.08474873019899,13.4031617794365,0.000938551065697146,0.0464021096380384
"31378","Slc25a4",0.124357081991313,8.66666563654698,13.3913369685016,0.000942665270287258,0.0464262645616475
"26251","Nos2",-1.15691470234264,0.298407764836207,13.5670976963693,0.000950429065052243,0.0466292880382911
"29661","Racgap1",0.128050114686353,8.38669577352023,13.3414484678648,0.000960237090474898,0.0469306715401949
